Value,Score,Method,Channel,Optimal,What,Participant,Condition,Sampling_Rate,Lowpass,Original_Frequencies,Duration,Dataset
8,0.8537307020468358,AFN,CP5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8852168182321393,AFN,CP5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9139761311025394,AFN,CP5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9243972721703273,AFN,CP5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9403152077523281,AFN,CP5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00045006251869452173,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10748440652046892,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.335487370054864,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5240197027355535,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6567062834600949,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7536807408393306,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8120770408180804,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8558807237987957,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8869563201803842,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9086927102545248,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9267322721124445,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9417509144391624,AFN,CP1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0004817217990334644,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10707875808259087,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33721665429007663,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5266892205610777,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6570575169046143,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7523866984574269,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.808364841132519,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8528140998418623,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8847860481371136,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9115238502853077,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.928077650151514,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9398944309798599,AFN,CP2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00029878448115748925,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.1077740484149098,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3363909730983801,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5260936997372948,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6592635885352613,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7542477434503819,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.813620989034583,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8619471352345015,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8861698685854958,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9149801532785505,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9289082994512153,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9407523448123256,AFN,CP6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00016090677951626398,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10459208002232817,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3327058617662448,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5214219434637072,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6588699813737836,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.752144882801422,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8078178963410474,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8507802334892515,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8909111866431604,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9102079706113128,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9247006027991419,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9378451030511372,AFN,AFz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00046845061203896603,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10562655705736838,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.338316243513218,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5231542818335542,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6630709554979682,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7537873912346064,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8144951895998502,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8548019707410368,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.886105423040919,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9140685061027053,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9262648003172917,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9404235915268663,AFN,P7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0002945310666677893,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10933715648814711,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33549957624732957,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5305263467878425,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6613202261501382,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7555808777952051,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8157156425351773,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8577007484459835,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8896186834762907,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9087757755620408,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9293259673080204,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9413688060854434,AFN,P3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0004351023462454877,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10465106574357806,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3336564370477519,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5261477988625683,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6517148759033654,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7527979196741259,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8140013822442658,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8526942184584171,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8870566674646635,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9129653907933153,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9253598415956672,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9406459497256174,AFN,Pz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00045668110918875175,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10588208233812638,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33431653115362125,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5286125630224922,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6540624270033787,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7528617658394591,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8146128496459318,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8561325385070095,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8896240038606832,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9120178658160988,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9286016226384607,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.94114808672284,AFN,P4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0005007372761703843,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10916107131538735,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3334698047883489,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5256585948409942,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6568174553609215,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7566770868506745,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8157376393867031,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8548435429159303,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8894329485503183,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9120907582001259,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9281906487148252,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9399491556893295,AFN,P8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0004847445875289481,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.106100361848083,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.34080617538268304,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5252806844525147,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.657391471402133,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7526354782609554,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8134380192450639,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8606353996496388,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8865399504452748,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9113087819110175,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9298639098734257,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9408791529521324,AFN,PO9,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00040070885808386465,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10955900183360007,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3375999785308842,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5258188849765183,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6652507160200753,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7575048450956272,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8148071376392981,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8546126744268581,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.888008271823584,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9156232979241135,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9269747695169983,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9455229159425931,AFN,O1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00041506343420274935,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10657453652293938,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33889377601858856,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5265383836691357,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6569784650252491,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7581187487823091,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.816843458070123,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8562715091814094,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8869211449298967,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9096590330350327,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9302636210564375,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9405703304649258,AFN,Oz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00026772449848440767,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10542298167835117,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.338705773570961,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5257232978358616,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6621667357933596,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7568612235049896,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8147197883739556,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8593199145338726,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8921229435284834,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9131189615842266,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9277854687929785,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9424788110754748,AFN,O2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00048124056552208426,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10809307723254143,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33469346745968037,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5224857485142488,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6584515402671317,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7505906760283187,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8133871923802977,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.852327500117481,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8869731788893161,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9121706264207144,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9251495930203444,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9400917915791962,AFN,PO10,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00048822466301578425,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10709409577398846,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33321793847986164,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5263582072647136,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6622412621386194,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7474627545311657,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8095095061176549,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8539976274259223,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8884488800013005,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9034759360769038,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9238833455112946,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9408143158095374,AFN,AF7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0004190821309826481,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.1062613081952939,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3353246672563153,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5209549220984113,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6605334058382262,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7505707884848996,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8086232602877375,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8519124614424869,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8886695575227453,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9091926264628927,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9275673407386138,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9368612936300661,AFN,AF3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00032697414725214787,AFN,AF4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10636367211580938,AFN,AF4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33717155927417836,AFN,AF4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
